,Drug_Name,Reason,Description
19703,Heptral T Tablet 15'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19704,Herfem Tablet 15'S,Supplement, antioxidant and memory enhancement property
19705,Hergrace Capsule 15'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19706,Hermin Sachet 5gmHermin Infusion 200ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19707,Hermin D3 Powder 6.5gm,Supplement,powerful antioxidant that strengthens and protects living tissue
19708,Hermin Forte Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19709,HERMIN NEW Infusion 200ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19710,Hermin T Infusion 200ml,Supplement,improves immunity
19711,Hhomega Capsule 10'S,Supplement,improves immunity
19712,HI 5mg Tablet 10'S,Supplement,improves stability
19713,HI D Oral Solution 5mlHI D 2000IU Drops 15mlHI D Tablet 30'SHI D 2000IU Softgel 10'SHI D 60K Tablet 4'SHI D 60000IU Syrup 5ml,Supplement,improves resistance
19714,HI Q 300mg Tablet 10'SHI Q 300mg Capsule 10'SHI Q Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19715,HI Q Plus Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19716,Hical Tablet 10'S,Supplement, antioxidant and memory enhancement property
19717,Hical M Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19718,HID 3 60000IU Capsule 4'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19719,High Pro Vanilla Powder 250gm,Supplement,powerful antioxidant that strengthens and protects living tissue
19720,Hilcal 500mg Tablet 15'SHilcal 250mg Tablet 15'SHilcal 250mg Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19721,Himom Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19722,Hindcal Tablet 10'S,Supplement,improves immunity
19723,HIOXY Capsule 10's,Supplement,improves immunity
19724,Hiron SF Tablet 10'S,Supplement,improves stability
19725,Hisense Capsule 15'S,Supplement,improves resistance
19726,Hitone Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19727,Homin Injection 1ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19728,Homin D3 Tablet 10'S,Supplement, antioxidant and memory enhancement property
19729,Homistar Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19730,Homisure Tablet 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19731,Homisure Plus Injection 1X2ml,Supplement,powerful antioxidant that strengthens and protects living tissue
19732,Homo 16D Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19733,Homochek Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19734,Homocyst Tmg 2mg Tablet 10'S,Supplement,improves immunity
19735,Hope F Tablet 10'S,Supplement,improves immunity
19736,Hope M Tablet 10'S,Supplement,improves stability
19737,Hopjoy Tablet 10's,Supplement,improves resistance
19738,Hosit Injection 500mcg Injection 1,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19739,Hosit Forte Injection 1ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19740,Hosit L Tablet 10'S,Supplement, antioxidant and memory enhancement property
19741,Hosit XT Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19742,Hovite Drops 15ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19743,Hovite L Drops 15ml,Supplement,powerful antioxidant that strengthens and protects living tissue
19744,Hovite RB Drops 15mlHovite RB Syrup 120ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19745,Hqpro Vanilla Powder 200gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19746,Human Albumin(Bharat Serum) 20% Infusion 100ml,Supplement,improves immunity
19747,Humyl Powder 200gm,Supplement,improves immunity
19748,Hyber Biscuit 275gm,Supplement,improves stability
19749,Hycibex Suspension 200mlHycibex Suspension 100mlHycibex Tablet 10'SHycibex Drops 15mlHycibex Capsule 10'S,Supplement,improves resistance
19750,Hycibex Teen Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19751,Hydab 500mg Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19752,Hyglow 600mg Injection 1'SHyglow Tablet 10'S,Supplement, antioxidant and memory enhancement property
19753,Hypersol 6 Eye Ointment 3Gm,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19754,Hyperton Eye Drops 10ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19755,Hypophos 667mg Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue
19756,Hypotab Tablet 4'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19757,HYQVIT Tablet 15's,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19758,Hysam 400mg Tablet 10'SHysam 200mg Tablet 10'S,Supplement,improves immunity
19759,I Dew Mega Capsule 10'S,Supplement,improves immunity
19760,I Fag Softgel 10'S,Supplement,improves stability
19761,I Omega Capsule 30'SI Omega 500mg Softgel 10'S,Supplement,improves resistance
19762,I Vit Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19763,I Vit 12 Injection 1'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19764,I VIT PRO Capsule 15's,Supplement, antioxidant and memory enhancement property
19765,I Zen Forte Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19766,Ib Gluta Infusion 50ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19767,Ibid3 Oral Disintegrating Strips 4'S,Supplement,powerful antioxidant that strengthens and protects living tissue
19768,Ibinutri Syrup 100ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19769,Ibioral Gel 10gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19770,Ibomega Capsule 10'S,Supplement,improves immunity
19771,Icare Tablet 10'S,Supplement,improves immunity
19772,ICERIN GSM Tablet 10's,Supplement,improves stability
19773,IDA Tablet 10's,Supplement,improves resistance
19774,IDAVIT PLUS Tablet 10's,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19775,Ideben Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19776,Idebest 45mg Tablet 10'S,Supplement, antioxidant and memory enhancement property
19777,Ifill XT Suspension 150mlIfill XT Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19778,Iforu 30mg Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19779,Igalin SR Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue
19780,Ignicar 200mg Tablet 10'SIgnicar Syrup 200ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19781,Ignitor ED Sachet 10gmIgnitor Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19782,Ilaz Capsule 10'S,Supplement,improves immunity
19783,Ilaz New Tablet 10'S,Supplement,improves immunity
19784,Imferon Tablet 10'S,Supplement,improves stability
19785,Imferon F 12 Injection 2ml,Supplement,improves resistance
19786,Imferon Forte Capsule 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19787,Immumax Tablet 6'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19788,Immumod 500mg Tablet 10'SImmumod Syrup 200ml,Supplement, antioxidant and memory enhancement property
19789,Immunace Liquid 200mlImmunace Tablet 6'SImmunace Forte Tablet 6'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19790,Immunace Plus Tablet 6'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19791,Immunex Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue
19792,Immunit Syrup 200ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19793,Immuno Boost C Syrup 100ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19794,Immuno Boost Y Tablet 30'S,Supplement,improves immunity
19795,IMMUPLAT Tablet 10's,Supplement,improves immunity
19796,Improvz Tablet 10,Supplement,improves stability
19797,Impruv Plus Tablet 10'S,Supplement,improves resistance
19798,Imunocin Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19799,Imuplex Drops 15ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19800,Imuplex L Syrup 200ml,Supplement, antioxidant and memory enhancement property
19801,Incad 400mg Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
19802,INDICAL Tablet 10'sINDICAL Suspension 200ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
19803,Inkrizz Suspension 150mlInkrizz Drops 15mlInkrizz Capsule 15's,Supplement,powerful antioxidant that strengthens and protects living tissue
19804,Inlosa 10S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
19805,Innovfol Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
19806,Innovfol D3 Capsule 15'S,Supplement,improves immunity
19807,Innovfol HB Tablet 10'SInnovfol HB Suspension 150ml,Supplement,improves immunity
19808,Innovit Tablet 10'S,Supplement,improves stability
19809,Inoges Capsule 10'S,Supplement,improves resistance
19810,Inseal A Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
19811,Instactiv Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
19812,INSTERGY WOMEN Tablet 10's,Supplement, antioxidant and memory enhancement property
19813,Insumin Plus Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
